name,rank,correct_name
Streptomyces viridodiastaticus,species,Streptomyces albogriseolus
Streptomyces viridoflavum,species,Streptomyces olivoverticillatus
Streptomyces vitaminophileus,species,Wenjunlia vitaminophila
Streptomyces vitaminophilus,species,Wenjunlia vitaminophila
Streptomyces willmorei,species,Streptomyces microflavus
Streptomyces xanthocidicus,species,Kitasatospora xanthocidica
Streptosporangium albidum,species,Kutzneria albida
Streptosporangium claviforme,species,Herbidospora cretacea
Streptosporangium corrugatum,species,Acrocarpospora corrugata
Streptosporangium indianensis,species,Streptosporangium indianense
Streptosporangium soli,species,Dolomitihabitans soli
Streptosporangium viridialbum,species,Sphaerisporangium viridialbum
Streptosporangium viridogriseum,species,Kutzneria viridogrisea
Streptoverticillium abikoense,species,Streptomyces abikoensis
Streptoverticillium albireticuli,species,Streptomyces eurocidicus
Streptoverticillium alboverticillatum,species,Streptomyces griseocarneus
Streptoverticillium album,species,Streptomyces luteosporeus
Streptoverticillium ardum,species,Streptomyces ardus
Streptoverticillium aureoversales,species,Streptomyces hiroshimensis
Streptoverticillium aureoversile,species,Streptomyces hiroshimensis
Streptoverticillium baldaccii,species,Streptomyces baldaccii
Streptoverticillium biverticillatum,species,Streptomyces hiroshimensis
Streptoverticillium blastmyceticum,species,Streptomyces blastmyceticus
Streptoverticillium cinnamoneum,species,Streptomyces cinnamoneus
Streptoverticillium distallicum,species,Streptomyces netropsis
Streptoverticillium ehimense,species,Streptomyces abikoensis
Streptoverticillium eurocidicum,species,Streptomyces eurocidicus
Streptoverticillium fervens,species,Streptomyces hiroshimensis
Streptoverticillium flavopersicum,species,Streptomyces netropsis
Streptoverticillium griseocarneum,species,Streptomyces griseocarneus
Streptoverticillium griseoverticillatum,species,Streptomyces cinnamoneus
Streptoverticillium hachijoense,species,Streptomyces cinnamoneus
Streptoverticillium hiroshimense,species,Streptomyces hiroshimensis
Streptoverticillium kashmirense,species,Streptomyces lilacinus
Streptoverticillium kashmirensis,species,Streptomyces lilacinus
Streptoverticillium kentuckense,species,Streptomyces netropsis
Streptoverticillium kishiwadense,species,Streptomyces mashuensis
Streptoverticillium ladakanum,species,Streptomyces mobaraensis
Streptoverticillium ladakanus,species,Streptomyces mobaraensis
Streptoverticillium lavenduligriseum,species,Streptomyces lavenduligriseus
Streptoverticillium lilacinum,species,Streptomyces lilacinus
Streptoverticillium luteoverticillatum,species,Streptomyces abikoensis
Streptoverticillium mashuense,species,Streptomyces mashuensis
Streptoverticillium mobaraense,species,Streptomyces mobaraensis
Streptoverticillium morookaense,species,Streptomyces morookaensis
Streptoverticillium netropsis,species,Streptomyces netropsis
Streptoverticillium olivomycini,species,Streptomyces olivomycini
Streptoverticillium olivoreticuli,species,Streptomyces abikoensis
Streptoverticillium olivoreticulum,species,Streptomyces abikoensis
Streptoverticillium olivoverticillatum,species,Streptomyces olivoverticillatus
Streptoverticillium orinoci,species,Streptomyces orinoci
Streptoverticillium parvisporogenes,species,Streptomyces abikoensis
Streptoverticillium parvisporogenum,species,Streptomyces abikoensis
Streptoverticillium rectiverticillatum,species,Streptomyces hiroshimensis
Streptoverticillium roseoverticillatum,species,Streptomyces hiroshimensis
Streptoverticillium salmonis,species,Streptomyces hiroshimensis
Streptoverticillium sapporonense,species,Streptomyces cinnamoneus
Streptoverticillium septatum,species,Streptomyces griseocarneus
Streptoverticillium syringium,species,Streptomyces netropsis
Streptoverticillium thioluteum,species,Streptomyces thioluteus
Streptoverticillium viridoflavum,species,Streptomyces olivoverticillatus
Streptoverticillium,genus,Streptomyces
Stutzerimonas kunmingensis,species,Stutzerimonas chloritidismutans
Subtercola pratensis,species,Agreia pratensis
Suipraoptans intestinalis,species,Suipraeoptans intestinalis
Suipraoptans,genus,Suipraeoptans
Sulfitobacter algicola,species,Parasulfitobacter algicola
Sulfitobacter pseudonitzschiae,species,Pseudosulfitobacter pseudonitzschiae
Sulfobacillus disulfidooxidans,species,Alicyclobacillus disulfidooxidans
Sulfolobus brierleyi,species,Acidianus brierleyi
Sulfolobus hakonensis,species,Metallosphaera hakonensis
Sulfolobus metallicus,species,Sulfuracidifex metallicus
Sulfolobus shibatae,species,Saccharolobus shibatae
Sulfolobus solfataricus,species,Saccharolobus solfataricus
Sulfolobus tokodaii,species,Sulfurisphaera tokodaii
Sulfuriferula plumbophilus,species,Sulfuriferula plumbiphila
Sulfurococcus yellowstonii,species,Sulfurococcus yellowstonensis
Sulfurospirillum carboxydovorans,species,Sulfurospirillum carboxydivorans
Sulfurospirillum tamanensis,species,Sulfurospirillum tamanense
Suonthocola fibrivorans,species,Diplocloster agilis
Suonthocola,genus,Diplocloster
Sutcliffiella tianshenii,species,Bacillus tianshenii
Symbioplanes lichenis,species,Actinoplanes lichenis
Symbioplanes,genus,Actinoplanes
Symbiotes lectularia,species,Symbiotes lectularius
Synoicihabitans lomoniglobus,species,Actomonas lomoniglobus
Synoicihabitans,genus,Actomonas
Syntrophobacter sulfatireducens,species,Syntrophobacterium sulfatireducens
Tabrizicola blastica,species,Pseudogemmobacter blasticus
Tabrizicola flagellata,species,Rhodobacter flagellatus
Tabrizicola flagellatus,species,Rhodobacter flagellatus
Tabrizicola soli,species,Xinfangfangia soli
Tabrizicola thermarum,species,Rhodobacter thermarum
Tamlana agarivorans,species,Pseudotamlana agarivorans
Tamlana carrageenivorans,species,Pseudotamlana carrageenivorans
Tamlana haliotis,species,Pseudotamlana haliotis
Tamlicoccus marinus,species,Barrientosiimonas marina
Tamlicoccus,genus,Barrientosiimonas
Tannerella forsythensis,species,Tannerella forsythia
Tatlockia maceachernii,species,Legionella maceachernii
Tatlockia micdadei,species,Legionella micdadei
Tatlockia,genus,Legionella
Teichococcus cervicalis,species,Roseomonas cervicalis
Telluria aerilata,species,Massilia aerilata
Telluria agilis,species,Massilia agilis
Telluria agri,species,Massilia agri
Telluria alkalitolerans,species,Massilia alkalitolerans
Telluria arenae,species,Massilia arenae
Telluria arvi,species,Massilia arvi
Telluria aurea,species,Massilia aurea
Telluria brevitalea,species,Massilia brevitalea
Telluria cellulosilytica,species,Massilia cellulosilytica
Telluria chloroacetimidivorans,species,Massilia chloroacetimidivorans
Telluria consociata,species,Massilia consociata
Telluria forsythiae,species,Massilia forsythiae
Telluria haematophila,species,Massilia haematophila
Telluria horti,species,Massilia horti
Telluria jejuensis,species,Massilia jejuensis
Telluria kyonggiensis,species,Massilia kyonggiensis
Telluria neuiana,species,Massilia neuiana
Telluria niabensis,species,Massilia niabensis
Telluria niastensis,species,Massilia niastensis
Telluria norwichensis,species,Massilia norwichensis
Telluria oculi,species,Massilia oculi
Telluria phosphatilytica,species,Massilia phosphatilytica
Telluria pinisoli,species,Massilia pinisoli
Telluria puerhi,species,Massilia puerhi
Telluria putida,species,Massilia putida
Telluria rhizosphaerae,species,Massilia rhizosphaerae
Telluria solisilvae,species,Massilia solisilvae
Telluria suwonensis,species,Massilia suwonensis
Telluria terrae,species,Massilia terrae
Telluria tieshanensis,species,Massilia tieshanensis
Telluria timonae,species,Massilia timonae
Telluria varians,species,Massilia varians
Telluria yuzhufengensis,species,Massilia yuzhufengensis
Tellurirhabdus bombi,species,Larkinella bombi
Tellurirhabdus rosea,species,Larkinella roseola
Tellurirhabdus,genus,Larkinella
Tepidimonas alkaliphilus,species,Tepidimonas alkaliphila
Terribacillus goriensis,species,Terribacillus saccharophilus
Terrihabitans deserti,species,Flaviflagellibacter deserti
Terrirhizobium terrae,species,Aliirhizobium terrae
Terrirhizobium,genus,Aliirhizobium
Tetrasphaera australiensis,species,Nostocoides australiense
Tetrasphaera duodecadis,species,Phycicoccus duodecadis
Tetrasphaera elongata,species,Phycicoccus elongatus
Tetrasphaera japonica,species,Nostocoides japonicum
Tetrasphaera jenkinsii,species,Nostocoides jenkinsii
Tetrasphaera remsis,species,Knoellia remsis
Tetrasphaera vanveenii,species,Nostocoides vanveenii
Tetrasphaera veronensis,species,Nostocoides veronense
Tetrasphaera,genus,Nostocoides
Tetrathiobacter kashmirensis,species,Advenella kashmirensis
Tetrathiobacter mimigardefordensis,species,Advenella mimigardefordensis
Tetrathiobacter,genus,Advenella
Thalassiella azotovora,species,Thalassiella azotivora
Thalassobacter arenae,species,Litoreibacter arenae
Thalassobacter stenotrophicus,species,Jannaschia cystaugens
Thalassobacter,genus,Jannaschia
Thalassobius abyssi,species,Shimia abyssi
Thalassobius activus,species,Cognatishimia activa
Thalassobius aestuarii,species,Shimia aestuarii
Thalassobius aquaeponti,species,Shimia aquaeponti
Thalassobius gelatinovorus,species,Ruegeria gelatinovorans
Thalassobius litoralis,species,Lutimaribacter litoralis
Thalassobius maritimus,species,Cognatishimia maritima
Thalassobius taeanensis,species,Litorimicrobium taeanense
Thalassobius vesicularis,species,Youngimonas vesicularis
Thalassolituus hydrocarbonoclasticus,species,Thalassolituus hydrocarboniclasticus
Thalassomonas agariperforans,species,Thalassotalea agariperforans
Thalassomonas agarivorans,species,Thalassotalea agarivorans
Thalassomonas eurytherma,species,Thalassotalea eurytherma
Thalassomonas fusca,species,Thalassotalea fusca
Thalassomonas ganghwensis,species,Thalassotalea ganghwensis
Thalassomonas loyana,species,Thalassotalea loyana
Thalassovita abyssi,species,Shimia abyssi
Thalassovita activa,species,Cognatishimia activa
Thalassovita aestuarii,species,Shimia aestuarii
Thalassovita aquaeponti,species,Shimia aquaeponti
Thalassovita aquimarina,species,Thalassobius aquimarinus
Thalassovita autumnalis,species,Thalassobius autumnalis
Thalassovita gelatinovora,species,Ruegeria gelatinovorans
Thalassovita litoralis,species,Lutimaribacter litoralis
Thalassovita litoraria,species,Thalassobius litorarius
Thalassovita mangrovi,species,Thalassobius mangrovi
Thalassovita maritima,species,Cognatishimia maritima
Thalassovita mediterranea,species,Thalassobius mediterraneus
Thalassovita taeanensis,species,Litorimicrobium taeanense
Thalassovita,genus,Ruegeria
Thauera hydrothermalis,species,Pseudothauera hydrothermalis
Thauera lacus,species,Pseudothauera lacus
Thermoactinomyces candidus,species,Thermoactinomyces vulgaris
Thermoactinomyces dichotomica,species,Thermoflavimicrobium dichotomicum
Thermoactinomyces dichotomicus,species,Thermoflavimicrobium dichotomicum
Thermoactinomyces guangxiensis,species,Paenactinomyces guangxiensis
Thermoactinomyces peptonophilus,species,Seinonella peptonophila
Thermoactinomyces putidus,species,Laceyella putida
Thermoactinomyces sacchari,species,Laceyella sacchari
Thermoactinomyces thalpophilus,species,Laceyella sacchari
Thermoanaerobacter finnii,species,Thermoanaerobacter brockii subsp. finnii
Thermoanaerobacter subterraneus,species,Caldanaerobacter subterraneus
Thermoanaerobacter tengcongensis,species,Caldanaerobacter subterraneus subsp. tengcongensis
Thermoanaerobacter thermohydrosulfuricus,species,Thermoanaerobacter ethanolicus subsp. thermohydrosulfuricus
Thermoanaerobacter yonseiensis,species,Caldanaerobacter subterraneus subsp. yonseiensis
Thermoanaerobacterium polysaccharolyticum,species,Caldanaerobius polysaccharolyticus
Thermoanaerobacterium thermostercus,species,Thermoanaerobacterium thermostercoris
Thermoanaerobacterium zeae,species,Caldanaerobius zeae
Thermoanaerobium acetigenum,species,Caldicellulosiruptor acetigenus
Thermoanaerobium brockii,species,Thermoanaerobacter brockii
Thermoanaerobium,genus,Thermoanaerobacter
Thermoanaerosceptrum fracticalcis,species,Thermanaerosceptrum fracticalcis
Thermoanaerosceptrum,genus,Thermanaerosceptrum
Thermobacterium salinum,species,Luteirhabdus salina
Thermobacterium,genus,Luteirhabdus
Thermobacteroides acetoethylicus,species,Thermoanaerobacter acetoethylicus
Thermobacteroides leptospartum,species,Thermoclostridium stercorarium subsp. leptospartum
Thermobacteroides proteolyticus,species,Coprothermobacter proteolyticus
Thermobacteroides,genus,Thermoanaerobacter
Thermobifida cellulolytica,species,Thermobifida cellulosilytica
Thermococcoides shengliensis,species,Kosmotoga shengliensis
Thermococcoides,genus,Kosmotoga
Thermococcus aegaeicus,species,Thermococcus aegaeus
Thermococcus kodakaraensis,species,Thermococcus kodakarensis
Thermodesulfobacterium mobile,species,Thermodesulfobacterium thermophilum
Thermodesulforhabdus norvegicus,species,Thermodesulforhabdus norvegica
Thermofilum uzonense,species,Infirmifilum uzonense
Thermohalobaculum sediminis,species,Limibaculum sediminis
Thermolithobacter carboxidivorans,species,Thermolithobacter carboxydivorans
Thermomarinilinea lacunofontalis,species,Thermomarinilinea lacunifontana
Thermomonospora alba,species,Thermobifida alba
Thermomonospora chromogena,species,Thermostaphylospora chromogena
Thermomonospora formosensis,species,Actinomadura formosensis
Thermomonospora fusca,species,Thermobifida fusca
Thermomonospora mesophila,species,Sphaerimonospora mesophila
Thermomonospora mesouviformis,species,Thermobifida alba
Thermoplasma acidophila,species,Thermoplasma acidophilum
Thermoproteus neutrophilus,species,Pyrobaculum neutrophilum
Thermoterrabacterium ferrireducens,species,Carboxydothermus ferrireducens
Thermoterrabacterium,genus,Carboxydothermus
Thermothrix thioparus,species,Thermothrix thiopara
Thermotoga caldifontis,species,Pseudothermotoga caldifontis
Thermotoga elfii,species,Pseudothermotoga elfii
Thermotoga hypogea,species,Pseudothermotoga hypogea
Thermotoga lettingae,species,Pseudothermotoga lettingae
Thermotoga naphthophila,species,Thermotoga petrophila
Thermotoga subterranea,species,Pseudothermotoga subterranea
Thermotoga thermarum,species,Pseudothermotoga thermarum
Thermovum composti,species,Chelativorans composti
Thermovum,genus,Chelativorans
Thermus chliarophilus,species,Calidithermus chliarophilus
Thermus profundus,species,Thermococcus profundus
Thermus ruber,species,Meiothermus ruber
Thermus silvanus,species,Allomeiothermus silvanus
Thialkalicoccus limnaeus,species,Thioalkalicoccus limnaeus
Thialkalicoccus,genus,Thioalkalicoccus
Thialkalimicrobium aerophilum,species,Thiomicrospira aerophila
Thialkalimicrobium cyclicum,species,Thiomicrospira cyclica
Thialkalimicrobium sibiricum,species,Thiomicrospira sibirica
Thialkalimicrobium,genus,Thiomicrospira
Thialkalivibrio denitrificans,species,Thioalkalivibrio denitrificans
Thialkalivibrio halophilus,species,Thioalkalivibrio halophilus
Thialkalivibrio jannaschii,species,Thioalkalivibrio jannaschii
Thialkalivibrio nitratireducens,species,Thioalkalivibrio nitratireducens
Thialkalivibrio nitratis,species,Thioalkalivibrio nitratis
Thialkalivibrio paradoxus,species,Thioalkalivibrio paradoxus
Thialkalivibrio thiocyanodenitrificans,species,Thioalkalivibrio thiocyanodenitrificans
Thialkalivibrio thiocyanoxidans,species,Thioalkalivibrio thiocyanoxidans
Thialkalivibrio versutus,species,Thioalkalivibrio versutus
Thialkalivibrio,genus,Thioalkalivibrio
Thioalkalimicrobium aerophilum,species,Thiomicrospira aerophila
Thioalkalimicrobium cyclicum,species,Thiomicrospira cyclica
